#Omega	Iterations	Error	Preparation_Time(s)	Calculation_Time(s)
1.8050	185	9.19641777e-11	0.0003	0.0012
1.8075	178	9.30204885e-11	0.0003	0.0011
1.8100	170	9.96492407e-11	0.0003	0.0010
1.8125	162	9.08029020e-11	0.0003	0.0010
1.8150	151	9.41787885e-11	0.0003	0.0009
1.8175	125	5.90295065e-11	0.0003	0.0008
1.8200	134	9.80035050e-11	0.0003	0.0008
1.8225	138	9.65330331e-11	0.0003	0.0008
1.8250	137	8.24821515e-11	0.0003	0.0008
1.8275	140	8.93777938e-11	0.0003	0.0009
1.8300	143	8.20071009e-11	0.0003	0.0009
1.8325	140	9.40183016e-11	0.0003	0.0009
1.8350	146	9.86090461e-11	0.0003	0.0009
1.8375	149	8.31928276e-11	0.0003	0.0009
1.8400	148	6.86159066e-11	0.0003	0.0009
1.8425	151	9.73183719e-11	0.0003	0.0010
1.8450	156	9.35897391e-11	0.0003	0.0010
1.8475	156	8.35939680e-11	0.0003	0.0010
1.8500	155	7.24900738e-11	0.0003	0.0010
1.8525	165	8.34562737e-11	0.0003	0.0011
1.8550	165	9.24796202e-11	0.0003	0.0012
1.8575	164	9.42926783e-11	0.0003	0.0011
1.8600	174	8.67098563e-11	0.0003	0.0011
1.8625	175	8.84136570e-11	0.0003	0.0011
1.8650	175	6.12292573e-11	0.0003	0.0010
1.8675	174	5.56156895e-11	0.0003	0.0014
1.8700	186	8.24972118e-11	0.0003	0.0014
1.8725	186	7.52179170e-11	0.0003	0.0014
1.8750	185	8.38271571e-11	0.0003	0.0013
1.8775	197	9.86213062e-11	0.0003	0.0013
1.8800	198	8.24753321e-11	0.0003	0.0013
1.8825	208	9.36520067e-11	0.0003	0.0015
1.8850	210	7.29461908e-11	0.0003	0.0016
1.8875	209	9.54046946e-11	0.0003	0.0015
1.8900	221	9.56479048e-11	0.0003	0.0015
1.8925	222	8.47716635e-11	0.0003	0.0016
1.8950	222	9.44245971e-11	0.0003	0.0015
1.8975	235	9.53313712e-11	0.0003	0.0016
1.9000	236	8.00069535e-11	0.0003	0.0016
1.9025	248	8.33805774e-11	0.0003	0.0017
1.9050	248	6.72466120e-11	0.0003	0.0017
1.9075	247	9.62817395e-11	0.0003	0.0019
1.9100	263	9.99451256e-11	0.0003	0.0019
1.9125	275	9.58529990e-11	0.0003	0.0019
1.9150	275	7.74653619e-11	0.0003	0.0019
1.9175	290	9.73682987e-11	0.0003	0.0019
1.9200	303	9.25854611e-11	0.0003	0.0020
1.9225	303	9.35302027e-11	0.0003	0.0020
1.9250	320	9.95016870e-11	0.0003	0.0022
1.9275	332	7.82367285e-11	0.0003	0.0023
1.9300	332	8.13730534e-11	0.0003	0.0026
1.9325	361	7.42346417e-11	0.0003	0.0024
1.9350	361	9.09239948e-11	0.0003	0.0024
1.9375	390	8.24494281e-11	0.0003	0.0028
1.9400	406	7.63824143e-11	0.0003	0.0030
1.9425	420	7.16214988e-11	0.0003	0.0030
1.9450	436	9.62103368e-11	0.0003	0.0033
1.9475	465	8.01167513e-11	0.0003	0.0032
1.9500	494	8.56543815e-11	0.0003	0.0033
1.9525	523	9.65162466e-11	0.0003	0.0037
1.9550	525	8.24688537e-11	0.0003	0.0037
1.9575	571	8.72963282e-11	0.0003	0.0038
1.9600	601	9.89144453e-11	0.0003	0.0039
1.9625	660	9.53444436e-11	0.0003	0.0045
1.9650	692	8.44753083e-11	0.0003	0.0044
1.9675	738	8.19319762e-11	0.0003	0.0054
1.9700	799	8.70581204e-11	0.0003	0.0057
1.9725	876	4.70873532e-11	0.0003	0.0056
1.9750	983	7.26112376e-11	0.0003	0.0068
1.9775	1091	5.57697824e-11	0.0003	0.0071
1.9800	1229	8.52783485e-11	0.0003	0.0084
1.9825	1384	9.20712162e-11	0.0003	0.0100
1.9850	1631	8.36212411e-11	0.0003	0.0113
1.9875	1971	8.78102474e-11	0.0003	0.0137
1.9900	2451	9.49545847e-11	0.0003	0.0167
1.9925	3226	9.99164780e-11	0.0003	0.0220
1.9950	4884	6.91284777e-11	0.0003	0.0348
1.9975	9641	9.43345502e-11	0.0003	0.0683
