#Omega	Iterations	Error	Preparation_Time(s)	Calculation_Time(s)
0.9275	10663	9.98678653e-11	0.0006	0.1010
0.9300	10610	9.99748629e-11	0.0006	0.1008
0.9325	10558	9.99294106e-11	0.0006	0.1020
0.9350	10506	9.99411984e-11	0.0006	0.0991
0.9375	10455	9.97961828e-11	0.0006	0.1000
0.9400	10403	9.99343209e-11	0.0006	0.0998
0.9425	10352	9.99042159e-11	0.0006	0.0988
0.9450	10301	9.99422803e-11	0.0006	0.0967
0.9475	10251	9.98147573e-11	0.0006	0.1034
0.9500	10200	9.99727979e-11	0.0006	0.0969
0.9525	10150	9.99628163e-11	0.0006	0.0973
0.9550	10101	9.97816784e-11	0.0006	0.0955
0.9575	10051	9.98889592e-11	0.0006	0.0957
0.9600	10002	9.98288696e-11	0.0006	0.0944
0.9625	9953	9.98279729e-11	0.0006	0.0950
0.9650	9904	9.98859161e-11	0.0006	0.0961
0.9675	9855	9.99995050e-11	0.0006	0.0934
0.9700	9807	9.99435294e-11	0.0006	0.0934
0.9725	9759	9.99445799e-11	0.0006	0.0932
0.9750	9712	9.97659667e-11	0.0006	0.0977
0.9775	9664	9.98804255e-11	0.0006	0.0916
0.9800	9617	9.98165867e-11	0.0006	0.0914
0.9825	9570	9.98062978e-11	0.0006	0.0924
0.9850	9523	9.98561706e-11	0.0006	0.0935
0.9875	9476	9.99642697e-11	0.0006	0.0893
0.9900	9430	9.98864936e-11	0.0006	0.0888
0.9925	9384	9.98657775e-11	0.0006	0.0893
0.9950	9338	9.99013847e-11	0.0006	0.0881
0.9975	9292	9.99936132e-11	0.0006	0.0887
1.0000	9247	9.98954732e-11	0.0006	0.0869
1.0025	9202	9.98563945e-11	0.0006	0.0913
1.0050	9157	9.98675446e-11	0.0006	0.0866
1.0075	9112	9.99376267e-11	0.0006	0.0863
1.0100	9068	9.98059657e-11	0.0006	0.0858
1.0125	9023	9.99924899e-11	0.0006	0.0867
1.0150	8979	9.99713277e-11	0.0006	0.0845
1.0175	8936	9.97552988e-11	0.0006	0.0848
1.0200	8892	9.98469146e-11	0.0006	0.0851
1.0225	8848	9.99995683e-11	0.0006	0.0842
1.0250	8805	9.99470172e-11	0.0006	0.0834
1.0275	8762	9.99448739e-11	0.0006	0.0832
1.0300	8720	9.97366101e-11	0.0006	0.0823
1.0325	8677	9.98454887e-11	0.0006	0.0857
1.0350	8635	9.97433177e-11	0.0006	0.0814
1.0375	8592	9.99618696e-11	0.0006	0.0816
1.0400	8550	9.99733138e-11	0.0006	0.0807
1.0425	8509	9.97604063e-11	0.0006	0.0860
1.0450	8467	9.98770721e-11	0.0006	0.1124
1.0475	8426	9.97717847e-11	0.0006	0.0811
1.0500	8384	9.99962789e-11	0.0006	0.0796
1.0525	8343	9.99993346e-11	0.0006	0.0775
1.0550	8303	9.97823696e-11	0.0006	0.0779
1.0575	8262	9.98887894e-11	0.0006	0.0774
1.0600	8222	9.97751289e-11	0.0006	0.0770
1.0625	8181	9.99949825e-11	0.0006	0.0802
1.0650	8141	9.99835722e-11	0.0006	0.0761
1.0675	8102	9.97427931e-11	0.0006	0.0763
1.0700	8062	9.98420762e-11	0.0006	0.0761
1.0725	8022	9.99879771e-11	0.0006	0.0760
1.0750	7983	9.99071828e-11	0.0006	0.0761
1.0775	7944	9.98721463e-11	0.0006	0.0761
1.0800	7905	9.98953437e-11	0.0006	0.0759
1.0825	7866	9.99625415e-11	0.0006	0.0762
1.0850	7828	9.97892416e-11	0.0006	0.0739
1.0875	7789	9.99707760e-11	0.0006	0.0734
1.0900	7751	9.99038772e-11	0.0006	0.0740
1.0925	7713	9.98873697e-11	0.0006	0.0720
1.0950	7675	9.99212155e-11	0.0006	0.0762
1.0975	7638	9.97085604e-11	0.0006	0.0721
1.1000	7600	9.98499874e-11	0.0006	0.0721
1.1025	7563	9.97355758e-11	0.0006	0.0731
1.1050	7525	9.99734839e-11	0.0006	0.0712
1.1075	7488	9.99654616e-11	0.0006	0.0730
1.1100	7452	9.96961279e-11	0.0006	0.0707
1.1125	7415	9.97876988e-11	0.0006	0.0695
1.1150	7378	9.99326658e-11	0.0006	0.0705
1.1175	7342	9.98113508e-11	0.0006	0.0723
1.1200	7306	9.97411402e-11	0.0006	0.0698
1.1225	7270	9.97206101e-11	0.0006	0.0693
1.1250	7234	9.97557575e-11	0.0006	0.0675
1.1275	7198	9.98320075e-11	0.0006	0.0677
1.1300	7162	9.99679098e-11	0.0006	0.0710
1.1325	7127	9.98271760e-11	0.0006	0.0670
1.1350	7092	9.97329153e-11	0.0006	0.0668
1.1375	7057	9.96922623e-11	0.0006	0.0668
1.1400	7022	9.97021883e-11	0.0006	0.0669
1.1425	6987	9.97571462e-11	0.0006	0.0657
1.1450	6952	9.98694797e-11	0.0006	0.0655
1.1475	6918	9.96980004e-11	0.0006	0.0653
1.1500	6883	9.99022137e-11	0.0006	0.0658
1.1525	6849	9.98286425e-11	0.0006	0.0644
1.1550	6815	9.97985816e-11	0.0006	0.0647
1.1575	6781	9.98218259e-11	0.0006	0.0648
1.1600	6747	9.98954651e-11	0.0006	0.0643
1.1625	6714	9.96703056e-11	0.0006	0.0637
1.1650	6680	9.98409410e-11	0.0006	0.0625
1.1675	6647	9.97141781e-11	0.0006	0.0664
1.1700	6613	9.99870022e-11	0.0006	0.0621
1.1725	6580	9.99586862e-11	0.0006	0.0622
1.1750	6547	9.99774616e-11	0.0006	0.0622
1.1775	6515	9.96905921e-11	0.0006	0.0613
1.1800	6482	9.98097771e-11	0.0006	0.0612
1.1825	6449	9.99793752e-11	0.0006	0.0610
1.1850	6417	9.98348803e-11	0.0006	0.0609
1.1875	6385	9.97406394e-11	0.0006	0.0598
1.1900	6353	9.96873602e-11	0.0006	0.0594
1.1925	6321	9.96883411e-11	0.0006	0.0595
1.1950	6289	9.97359657e-11	0.0006	0.0613
1.1975	6257	9.98347659e-11	0.0006	0.0582
1.2000	6225	9.99785847e-11	0.0006	0.0584
1.2025	6194	9.98017452e-11	0.0006	0.0582
1.2050	6163	9.96707978e-11	0.0006	0.0574
1.2075	6131	9.99652094e-11	0.0006	0.0570
1.2100	6100	9.99286387e-11	0.0006	0.0609
1.2125	6069	9.99392300e-11	0.0006	0.0568
1.2150	6038	9.99983200e-11	0.0006	0.0564
1.2175	6008	9.97185750e-11	0.0006	0.0570
1.2200	5977	9.98767649e-11	0.0006	0.0559
1.2225	5947	9.96897149e-11	0.0006	0.0564
1.2250	5916	9.99430204e-11	0.0006	0.0559
1.2275	5886	9.98554899e-11	0.0006	0.0558
1.2300	5856	9.98102457e-11	0.0006	0.0550
1.2325	5826	9.98119233e-11	0.0006	0.0548
1.2350	5796	9.98636027e-11	0.0006	0.0550
1.2375	5766	9.99620169e-11	0.0006	0.0578
1.2400	5737	9.97024983e-11	0.0006	0.0536
1.2425	5707	9.98975111e-11	0.0006	0.0542
1.2450	5678	9.97267069e-11	0.0006	0.0542
1.2475	5649	9.96114527e-11	0.0006	0.0537
1.2500	5619	9.99549953e-11	0.0006	0.0533
1.2525	5590	9.99174884e-11	0.0006	0.0554
1.2550	5561	9.99468248e-11	0.0006	0.0572
1.2575	5533	9.95925039e-11	0.0006	0.0541
1.2600	5504	9.97056385e-11	0.0006	0.0524
1.2625	5475	9.98673573e-11	0.0006	0.0521
1.2650	5447	9.96522737e-11	0.0006	0.0527
1.2675	5418	9.99086644e-11	0.0006	0.0516
1.2700	5390	9.97853403e-11	0.0006	0.0514
1.2725	5362	9.97105189e-11	0.0006	0.0514
1.2750	5334	9.96750010e-11	0.0006	0.0509
1.2775	5306	9.96920427e-11	0.0006	0.0499
1.2800	5278	9.97501174e-11	0.0006	0.0496
1.2825	5250	9.98569319e-11	0.0006	0.0513
1.2850	5223	9.95658348e-11	0.0006	0.0502
1.2875	5195	9.97722467e-11	0.0006	0.0493
1.2900	5168	9.95730841e-11	0.0006	0.0492
1.2925	5140	9.98702716e-11	0.0006	0.0486
1.2950	5113	9.97609815e-11	0.0006	0.0486
1.2975	5086	9.96966604e-11	0.0006	0.0480
1.3000	5059	9.96841548e-11	0.0006	0.0481
1.3025	5032	9.97100791e-11	0.0006	0.0476
1.3050	5005	9.97893894e-11	0.0006	0.0511
1.3075	4978	9.99129890e-11	0.0006	0.0467
1.3100	4952	9.96099532e-11	0.0006	0.0466
1.3125	4925	9.98270848e-11	0.0006	0.0467
1.3150	4899	9.96198383e-11	0.0006	0.0470
1.3175	4872	9.99290046e-11	0.0006	0.0461
1.3200	4846	9.98107719e-11	0.0006	0.0456
1.3225	4820	9.97363653e-11	0.0006	0.0462
1.3250	4794	9.97102741e-11	0.0006	0.0457
1.3275	4768	9.97261510e-11	0.0006	0.0452
1.3300	4742	9.97915662e-11	0.0006	0.0443
1.3325	4716	9.98966739e-11	0.0006	0.0449
1.3350	4691	9.95615064e-11	0.0006	0.0446
1.3375	4665	9.97633437e-11	0.0006	0.0444
1.3400	4640	9.95070947e-11	0.0006	0.0449
1.3425	4614	9.98032286e-11	0.0006	0.0436
1.3450	4589	9.96473492e-11	0.0006	0.0432
1.3475	4564	9.95308502e-11	0.0006	0.0435
1.3500	4538	9.99721209e-11	0.0006	0.0430
1.3525	4513	9.99463744e-11	0.0006	0.0428
1.3550	4488	9.99668674e-11	0.0006	0.0419
1.3575	4464	9.95083452e-11	0.0006	0.0417
1.3600	4439	9.96197332e-11	0.0006	0.0456
1.3625	4414	9.97806987e-11	0.0006	0.0408
1.3650	4389	9.99873917e-11	0.0006	0.0410
1.3675	4365	9.97055761e-11	0.0006	0.0410
1.3700	4341	9.94652799e-11	0.0006	0.0407
1.3725	4316	9.98130028e-11	0.0006	0.0417
1.3750	4292	9.96643760e-11	0.0006	0.0403
1.3775	4268	9.95603877e-11	0.0006	0.0399
1.3800	4244	9.94977057e-11	0.0006	0.0396
1.3825	4220	9.94870888e-11	0.0006	0.0409
1.3850	4196	9.95166980e-11	0.0006	0.0391
1.3875	4172	9.95991489e-11	0.0006	0.0393
1.3900	4148	9.97208926e-11	0.0006	0.0392
1.3925	4124	9.98947503e-11	0.0006	0.0388
1.3950	4101	9.95439160e-11	0.0006	0.0389
1.3975	4077	9.98083866e-11	0.0006	0.0391
1.4000	4054	9.95448770e-11	0.0006	0.0404
1.4025	4030	9.99102202e-11	0.0006	0.0383
1.4050	4007	9.97349761e-11	0.0006	0.0379
1.4075	3984	9.96017746e-11	0.0006	0.0393
1.4100	3961	9.95214397e-11	0.0006	0.0378
1.4125	3938	9.94771875e-11	0.0006	0.0384
1.4150	3915	9.94851508e-11	0.0006	0.0365
1.4175	3892	9.95336066e-11	0.0006	0.0366
1.4200	3869	9.96337735e-11	0.0006	0.0372
1.4225	3846	9.97787211e-11	0.0006	0.0406
1.4250	3823	9.99737820e-11	0.0006	0.0355
1.4275	3801	9.95995324e-11	0.0006	0.0359
1.4300	3778	9.98892100e-11	0.0006	0.0355
1.4325	3756	9.95990566e-11	0.0006	0.0353
1.4350	3733	9.99820626e-11	0.0006	0.0359
1.4375	3711	9.97833578e-11	0.0006	0.0361
1.4400	3689	9.96259407e-11	0.0006	0.0349
1.4425	3667	9.95156527e-11	0.0006	0.0401
1.4450	3645	9.94523437e-11	0.0006	0.0353
1.4475	3623	9.94315839e-11	0.0006	0.0342
1.4500	3601	9.94568367e-11	0.0006	0.0343
1.4525	3579	9.95299432e-11	0.0006	0.0336
1.4550	3557	9.96460016e-11	0.0006	0.0338
1.4575	3535	9.98117559e-11	0.0006	0.0332
1.4600	3514	9.93582576e-11	0.0006	0.0330
1.4625	3492	9.96203395e-11	0.0006	0.0329
1.4650	3470	9.99343244e-11	0.0006	0.0324
1.4675	3449	9.96102807e-11	0.0006	0.0326
1.4700	3428	9.93315300e-11	0.0006	0.0333
1.4725	3406	9.97894317e-11	0.0006	0.0324
1.4750	3385	9.95960723e-11	0.0006	0.0321
1.4775	3364	9.94556054e-11	0.0006	0.0317
1.4800	3343	9.93533271e-11	0.0006	0.0317
1.4825	3322	9.92996743e-11	0.0006	0.0318
1.4850	3301	9.92877760e-11	0.0006	0.0317
1.4875	3280	9.93261714e-11	0.0006	0.0311
1.4900	3259	9.94127054e-11	0.0006	0.0311
1.4925	3238	9.95494447e-11	0.0006	0.0304
1.4950	3217	9.97333186e-11	0.0006	0.0303
1.4975	3196	9.99617831e-11	0.0006	0.0338
1.5000	3176	9.95034394e-11	0.0006	0.0298
1.5025	3155	9.98323658e-11	0.0006	0.0297
1.5050	3135	9.94512960e-11	0.0006	0.0296
1.5075	3114	9.98736011e-11	0.0006	0.0295
1.5100	3094	9.95949279e-11	0.0006	0.0293
1.5125	3074	9.93471474e-11	0.0006	0.0289
1.5150	3053	9.99272772e-11	0.0006	0.0294
1.5175	3033	9.97768250e-11	0.0006	0.0279
1.5200	3013	9.96757955e-11	0.0006	0.0283
1.5225	2993	9.96196253e-11	0.0006	0.0285
1.5250	2973	9.96079978e-11	0.0006	0.0280
1.5275	2953	9.96451342e-11	0.0006	0.0277
1.5300	2933	9.97287559e-11	0.0006	0.0276
1.5325	2913	9.98685010e-11	0.0006	0.0268
1.5350	2894	9.92274658e-11	0.0006	0.0270
1.5375	2874	9.94547242e-11	0.0006	0.0270
1.5400	2854	9.97338129e-11	0.0006	0.0268
1.5425	2835	9.92299401e-11	0.0006	0.0267
1.5450	2815	9.96058004e-11	0.0006	0.0264
1.5475	2796	9.91870590e-11	0.0006	0.0265
1.5500	2776	9.96671265e-11	0.0006	0.0264
1.5525	2757	9.93380635e-11	0.0006	0.0257
1.5550	2737	9.99246504e-11	0.0006	0.0260
1.5575	2718	9.96853266e-11	0.0006	0.0255
1.5600	2699	9.94990024e-11	0.0006	0.0258
1.5625	2680	9.93530034e-11	0.0006	0.0253
1.5650	2661	9.92536285e-11	0.0006	0.0251
1.5675	2642	9.92054552e-11	0.0006	0.0250
1.5700	2623	9.92025398e-11	0.0006	0.0249
1.5725	2604	9.92499848e-11	0.0006	0.0255
1.5750	2585	9.93469135e-11	0.0006	0.0248
1.5775	2566	9.94863317e-11	0.0006	0.0240
1.5800	2547	9.96863508e-11	0.0006	0.0238
1.5825	2528	9.99355388e-11	0.0006	0.0236
1.5850	2510	9.92854425e-11	0.0006	0.0235
1.5875	2491	9.96370022e-11	0.0006	0.0241
1.5900	2473	9.90673709e-11	0.0006	0.0277
1.5925	2454	9.95156460e-11	0.0006	0.0235
1.5950	2436	9.90449123e-11	0.0006	0.0227
1.5975	2417	9.95996272e-11	0.0006	0.0230
1.6000	2399	9.92133968e-11	0.0006	0.0224
1.6025	2380	9.98877735e-11	0.0006	0.0231
1.6050	2362	9.95940810e-11	0.0006	0.0224
1.6075	2344	9.93550702e-11	0.0006	0.0219
1.6100	2326	9.91551886e-11	0.0006	0.0222
1.6125	2308	9.90073398e-11	0.0006	0.0222
1.6150	2289	9.99557034e-11	0.0006	0.0219
1.6175	2271	9.99056065e-11	0.0006	0.0216
1.6200	2253	9.99070288e-11	0.0006	0.0208
1.6225	2235	9.99635830e-11	0.0006	0.0211
1.6250	2218	9.89790366e-11	0.0006	0.0210
1.6275	2200	9.91316001e-11	0.0006	0.0208
1.6300	2182	9.93307494e-11	0.0006	0.0206
1.6325	2164	9.95830626e-11	0.0006	0.0215
1.6350	2146	9.98973490e-11	0.0006	0.0205
1.6375	2129	9.91265315e-11	0.0006	0.0202
1.6400	2111	9.95434146e-11	0.0006	0.0196
1.6425	2094	9.88611926e-11	0.0006	0.0201
1.6450	2076	9.93817681e-11	0.0006	0.0198
1.6475	2058	9.99622944e-11	0.0006	0.0195
1.6500	2041	9.94233549e-11	0.0006	0.0211
1.6525	2024	9.89187270e-11	0.0006	0.0194
1.6550	2006	9.96675448e-11	0.0006	0.0189
1.6575	1989	9.92575882e-11	0.0006	0.0188
1.6600	1972	9.89017744e-11	0.0006	0.0184
1.6625	1954	9.98160397e-11	0.0006	0.0183
1.6650	1937	9.95650078e-11	0.0006	0.0183
1.6675	1920	9.93432004e-11	0.0006	0.0209
1.6700	1903	9.91780886e-11	0.0006	0.0181
1.6725	1886	9.90649688e-11	0.0006	0.0179
1.6750	1869	9.89972931e-11	0.0006	0.0177
1.6775	1852	9.89809519e-11	0.0006	0.0187
1.6800	1835	9.90052858e-11	0.0006	0.0169
1.6825	1818	9.90977228e-11	0.0006	0.0172
1.6850	1801	9.92295558e-11	0.0006	0.0171
1.6875	1784	9.94214415e-11	0.0006	0.0168
1.6900	1767	9.96634475e-11	0.0006	0.0167
1.6925	1750	9.99770925e-11	0.0006	0.0167
1.6950	1734	9.89285519e-11	0.0006	0.0163
1.6975	1717	9.93323542e-11	0.0006	0.0162
1.7000	1700	9.98025964e-11	0.0006	0.0161
1.7025	1684	9.88802219e-11	0.0006	0.0160
1.7050	1667	9.94493694e-11	0.0006	0.0157
1.7075	1651	9.86200766e-11	0.0006	0.0155
1.7100	1634	9.92998092e-11	0.0006	0.0154
1.7125	1618	9.85451493e-11	0.0006	0.0148
1.7150	1601	9.93390057e-11	0.0006	0.0151
1.7175	1585	9.86768998e-11	0.0006	0.0149
1.7200	1568	9.95902305e-11	0.0006	0.0198
1.7225	1552	9.90105309e-11	0.0006	0.0147
1.7250	1536	9.84718843e-11	0.0006	0.0150
1.7275	1519	9.95714090e-11	0.0006	0.0141
1.7300	1503	9.91197945e-11	0.0006	0.0143
1.7325	1487	9.87057060e-11	0.0006	0.0143
1.7350	1470	9.99995489e-11	0.0006	0.0139
1.7375	1454	9.96897914e-11	0.0006	0.0141
1.7400	1438	9.94126088e-11	0.0006	0.0136
1.7425	1422	9.91807163e-11	0.0006	0.0137
1.7450	1406	9.90018412e-11	0.0006	0.0134
1.7475	1390	9.88434988e-11	0.0006	0.0133
1.7500	1374	9.87511503e-11	0.0006	0.0128
1.7525	1358	9.86945076e-11	0.0006	0.0129
1.7550	1342	9.86805122e-11	0.0006	0.0128
1.7575	1326	9.87123649e-11	0.0006	0.0131
1.7600	1310	9.87850942e-11	0.0006	0.0124
1.7625	1294	9.89084213e-11	0.0006	0.0124
1.7650	1278	9.90731274e-11	0.0006	0.0121
1.7675	1262	9.92873851e-11	0.0006	0.0120
1.7700	1246	9.95365288e-11	0.0006	0.0116
1.7725	1230	9.98517138e-11	0.0006	0.0141
1.7750	1215	9.81735635e-11	0.0006	0.0116
1.7775	1199	9.85446921e-11	0.0006	0.0112
1.7800	1183	9.89540614e-11	0.0006	0.0110
1.7825	1167	9.94152885e-11	0.0006	0.0110
1.7850	1151	9.99175189e-11	0.0006	0.0109
